componentId,componentType,currentStatus,lastCompletedProcess,nextProcess,processStatus,percentComplete,totalCycleTime,completedAt,designUrl,workstation,teamLead,dateshipped,datedelivered,componentsqft,projectId
W-1.44,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,133,TEK-028-CHAROUHIS
W-50A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,75,TEK-015-ASPENGLENSD-2
W-1.13,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,22,TEK-028-CHAROUHIS
W-34,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,60,TEK-018-ASPENGLENSD-5
W-87,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,108,TEK-015-ASPENGLENSD-2
W-0.44,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,90,TEK-028-CHAROUHIS
W-1.46,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,88,TEK-028-CHAROUHIS
F-16,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,222,TEK-019-ASPENGLENSD-6
W-1.52,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,36,TEK-028-CHAROUHIS
F-5,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,276,TEK-004-BURGHER325HLND
W-45,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,155,TEK-004-BURGHER325HLND
F-13,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,40,TEK-015-ASPENGLENSD-2
W-0:40,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,33,TEK-028-CHAROUHIS
F-29,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,160,TEK-028-CHAROUHIS
W-23,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
F-15,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,122,TEK-004-BURGHER325HLND
F-4,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,253,TEK-004-BURGHER325HLND
F-31,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,258,TEK-028-CHAROUHIS
W-60,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,35,TEK-019-ASPENGLENSD-6
F-7,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,187,TEK-015-ASPENGLENSD-2
W-45,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,18,TEK-015-ASPENGLENSD-2
W-58,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,180,TEK-018-ASPENGLENSD-5
F-26,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,158,TEK-028-CHAROUHIS
F-6,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,110,TEK-004-BURGHER325HLND
W-1.60,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,35,TEK-028-CHAROUHIS
F-23,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,29,TEK-004-BURGHER325HLND
W-43A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,57,TEK-004-BURGHER325HLND
W-87,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,145,TEK-019-ASPENGLENSD-6
W-24,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,165,TEK-015-ASPENGLENSD-2
W-1.95,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,21,TEK-028-CHAROUHIS
W-1.114,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,12,TEK-028-CHAROUHIS
W-69B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,186,TEK-004-BURGHER325HLND
W-57,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,216,TEK-015-ASPENGLENSD-2
W-39,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,10,TEK-015-ASPENGLENSD-2
W-0.28,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,25,TEK-028-CHAROUHIS
W-0;6,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,50,TEK-028-CHAROUHIS
F-11A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,126,TEK-019-ASPENGLENSD-6
F-1,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,299,TEK-015-ASPENGLENSD-2
W 75A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,36,TEK-015-ASPENGLENSD-2
W-0.37,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,70,TEK-028-CHAROUHIS
W-33o,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,35,TEK-018-ASPENGLENSD-5
W-44,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,200,TEK-019-ASPENGLENSD-6
W-1.94,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,71,TEK-028-CHAROUHIS
W-1.110,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,93,TEK-028-CHAROUHIS
F-3,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,21,TEK-018-ASPENGLENSD-5
W-3,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,90,TEK-015-ASPENGLENSD-2
F-1B,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,39,TEK-015-ASPENGLENSD-2
W-1.45,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,55,TEK-028-CHAROUHIS
W-2.14,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,93,TEK-028-CHAROUHIS
W-61,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,24,TEK-019-ASPENGLENSD-6
W-41,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,63,TEK-004-BURGHER325HLND
W-66,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,110,TEK-018-ASPENGLENSD-5
W-74A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,198,TEK-015-ASPENGLENSD-2
F-18,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,65,TEK-019-ASPENGLENSD-6
W-2.4,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,13,TEK-028-CHAROUHIS
W-83,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,117,TEK-015-ASPENGLENSD-2
W-1.69,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,146,TEK-028-CHAROUHIS
W-0.19a,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,90,TEK-028-CHAROUHIS
W-2.25,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,19,TEK-028-CHAROUHIS
W-24A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,104,TEK-019-ASPENGLENSD-6
W-61,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,60,TEK-018-ASPENGLENSD-5
W-9,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,180,TEK-015-ASPENGLENSD-2
W-49,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,65,TEK-015-ASPENGLENSD-2
W-31,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,154,TEK-019-ASPENGLENSD-6
F-18,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,312,TEK-004-BURGHER325HLND
W-25A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,85,TEK-019-ASPENGLENSD-6
W-43a,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
F-2,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,276,TEK-015-ASPENGLENSD-2
F-16,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,141,TEK-018-ASPENGLENSD-5
F-16A,Floor Panel,PENDING,,Ship,Complete,100,,,,,,,,141,TEK-018-ASPENGLENSD-5
W-4,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
W-20,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,105,TEK-018-ASPENGLENSD-5
F-2,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/31/24 00:00,10/31/24 00:00,228,TEK-019-ASPENGLENSD-6
W-16,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,38,TEK-019-ASPENGLENSD-6
W-24,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,21,TEK-004-BURGHER325HLND
W-57,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,25,TEK-019-ASPENGLENSD-6
W-82,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,408,TEK-015-ASPENGLENSD-2
W-43,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,45,TEK-015-ASPENGLENSD-2
W-19,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,210,TEK-018-ASPENGLENSD-5
W-0.34,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,222,TEK-028-CHAROUHIS
W-1.50,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,36,TEK-028-CHAROUHIS
W-4,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,225,TEK-019-ASPENGLENSD-6
W-76,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,125,TEK-019-ASPENGLENSD-6
W-56,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,133,TEK-015-ASPENGLENSD-2
W-7,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,270,TEK-004-BURGHER325HLND
W-1.90,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,79,TEK-028-CHAROUHIS
W-59,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,25,TEK-019-ASPENGLENSD-6
W-1.31,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,112,TEK-028-CHAROUHIS
F-9,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,112,TEK-019-ASPENGLENSD-6
W-1.72,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,109,TEK-028-CHAROUHIS
W-55,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,45,TEK-019-ASPENGLENSD-6
W-89,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,90,TEK-015-ASPENGLENSD-2
W-64,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,42,TEK-019-ASPENGLENSD-6
W-73,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,35,TEK-019-ASPENGLENSD-6
W-73,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,50,TEK-004-BURGHER325HLND
F-8,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,228,TEK-015-ASPENGLENSD-2
W-1.80,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,99,TEK-028-CHAROUHIS
W-2.24,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,246,TEK-028-CHAROUHIS
W-1.8,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,166,TEK-028-CHAROUHIS
F-24A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,90,TEK-028-CHAROUHIS
W-37A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,72,TEK-019-ASPENGLENSD-6
W-14,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,63,TEK-015-ASPENGLENSD-2
F-27,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,190,TEK-028-CHAROUHIS
W-1.115,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,12,TEK-028-CHAROUHIS
W-1.64,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,137,TEK-028-CHAROUHIS
W-63,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,18,TEK-019-ASPENGLENSD-6
W-88,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,192,TEK-015-ASPENGLENSD-2
W-29,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,27,TEK-015-ASPENGLENSD-2
F-23,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,141,TEK-028-CHAROUHIS
W-33m,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
F-19,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,204,TEK-028-CHAROUHIS
W-0.12,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,6,TEK-028-CHAROUHIS
W-1.36,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,193,TEK-028-CHAROUHIS
F-4,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,97,TEK-028-CHAROUHIS
W-81,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,37,TEK-015-ASPENGLENSD-2
W-20,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,81,TEK-015-ASPENGLENSD-2
W-5,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,117,TEK-004-BURGHER325HLND
W-30A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,242,TEK-019-ASPENGLENSD-6
W-66,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,14,TEK-019-ASPENGLENSD-6
W-2.19,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,19,TEK-028-CHAROUHIS
W-30,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,10,TEK-018-ASPENGLENSD-5
W-1.9,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,101,TEK-028-CHAROUHIS
W-33g,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
F-13,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,152,TEK-019-ASPENGLENSD-6
W-47,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,27,TEK-015-ASPENGLENSD-2
W-26,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,32,TEK-004-BURGHER325HLND
W-23,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,126,TEK-004-BURGHER325HLND
W-1.4,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,91,TEK-028-CHAROUHIS
W-15,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,117,TEK-015-ASPENGLENSD-2
W-69,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,216,TEK-015-ASPENGLENSD-2
W-31,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,126,TEK-015-ASPENGLENSD-2
F-2,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,160,TEK-004-BURGHER325HLND
W-52,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,234,TEK-019-ASPENGLENSD-6
W-0.55,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,30,TEK-028-CHAROUHIS
W-69AB,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,243,TEK-015-ASPENGLENSD-2
W-36,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,70,TEK-015-ASPENGLENSD-2
W-33ei,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
F-12,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,222,TEK-019-ASPENGLENSD-6
W-29,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,55,TEK-019-ASPENGLENSD-6
F-3,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,225,TEK-004-BURGHER325HLND
W-1.100,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,136,TEK-028-CHAROUHIS
W-5,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,18,TEK-019-ASPENGLENSD-6
F-35,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,57,TEK-028-CHAROUHIS
F-25,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,131,TEK-028-CHAROUHIS
W-1,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,170,TEK-018-ASPENGLENSD-5
W-11,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,162,TEK-019-ASPENGLENSD-6
W-49,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,139,TEK-019-ASPENGLENSD-6
W-0.49,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,16,TEK-028-CHAROUHIS
W-2.26,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,51,TEK-028-CHAROUHIS
W-52,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,238,TEK-004-BURGHER325HLND
W-54,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,100,TEK-018-ASPENGLENSD-5
W-37,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,237,TEK-019-ASPENGLENSD-6
W-63,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,143,TEK-004-BURGHER325HLND
W-1.54B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,18,TEK-028-CHAROUHIS
W-0.26,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,5,TEK-028-CHAROUHIS
W-1.25,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,60,TEK-028-CHAROUHIS
W-1.118,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,54,TEK-028-CHAROUHIS
F-17,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,80,TEK-004-BURGHER325HLND
W-45,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,190,TEK-018-ASPENGLENSD-5
W-0.7,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,70,TEK-028-CHAROUHIS
F-21,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,32,TEK-028-CHAROUHIS
F-12,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,127,TEK-028-CHAROUHIS
W-2.13,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,36,TEK-028-CHAROUHIS
W-2,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,369,TEK-004-BURGHER325HLND
W-78A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,35,TEK-019-ASPENGLENSD-6
W-1.7,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,212,TEK-028-CHAROUHIS
W-2.20A,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,30,TEK-028-CHAROUHIS
W-68,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,72,TEK-015-ASPENGLENSD-2
W-74,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,50,TEK-019-ASPENGLENSD-6
W-22,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,80,TEK-018-ASPENGLENSD-5
W-0.59,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,65,TEK-028-CHAROUHIS
W-1.68,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,44,TEK-028-CHAROUHIS
W-43,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,27,TEK-004-BURGHER325HLND
W-40,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,30,TEK-019-ASPENGLENSD-6
W-26,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,66,TEK-015-ASPENGLENSD-2
W-1.63,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,88,TEK-028-CHAROUHIS
F-32,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,362,TEK-028-CHAROUHIS
