componentId,componentType,currentStatus,lastCompletedProcess,nextProcess,processStatus,percentComplete,totalCycleTime,completedAt,designUrl,workstation,teamLead,dateshipped,datedelivered,componentsqft,projectId
"W-61A,61B,61C",Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,234,TEK-015-ASPENGLENSD-2
W-1.20,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,63,TEK-028-CHAROUHIS
W- 1.3,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,165,TEK-028-CHAROUHIS
W-71,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,56,TEK-018-ASPENGLENSD-5
W-11,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,90,TEK-018-ASPENGLENSD-5
W-35,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,50,TEK-004-BURGHER325HLND
W-69,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,29,TEK-019-ASPENGLENSD-6
W-33i,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,40,TEK-018-ASPENGLENSD-5
W-69,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,90,TEK-018-ASPENGLENSD-5
W-1,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,162,TEK-019-ASPENGLENSD-6
W-1.96,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,57,TEK-028-CHAROUHIS
W-6,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
W-72,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,14,TEK-019-ASPENGLENSD-6
W-7,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,43,TEK-019-ASPENGLENSD-6
W-33l,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,80,TEK-018-ASPENGLENSD-5
W-3A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,238,TEK-004-BURGHER325HLND
F-1,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,87,TEK-004-BURGHER325HLND
W-19,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
W-65,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,252,TEK-019-ASPENGLENSD-6
W-2.27,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,19,TEK-028-CHAROUHIS
W-83,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,85,TEK-019-ASPENGLENSD-6
W-60,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,48,TEK-004-BURGHER325HLND
F-10,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,295,TEK-019-ASPENGLENSD-6
W-80,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,150,TEK-019-ASPENGLENSD-6
W-1.37,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,73,TEK-028-CHAROUHIS
W-49,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,75,TEK-018-ASPENGLENSD-5
W-1.26,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,82,TEK-028-CHAROUHIS
W-1.81,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,120,TEK-028-CHAROUHIS
W-42,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,8,TEK-015-ASPENGLENSD-2
W-1.107,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,23,TEK-028-CHAROUHIS
W-29,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
W-1.11,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,19,TEK-028-CHAROUHIS
W-0.16,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,30,TEK-028-CHAROUHIS
W-1.113,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,111,TEK-028-CHAROUHIS
W-39,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,200,TEK-019-ASPENGLENSD-6
W-66A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,46,TEK-004-BURGHER325HLND
W-72B,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,130,TEK-015-ASPENGLENSD-2
W-41,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,60,TEK-019-ASPENGLENSD-6
W-1.23,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,114,TEK-028-CHAROUHIS
W-32,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,55,TEK-004-BURGHER325HLND
W-0.58,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,35,TEK-028-CHAROUHIS
F-6,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,100,TEK-018-ASPENGLENSD-5
W-5,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,50,TEK-018-ASPENGLENSD-5
W-40,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,30,TEK-018-ASPENGLENSD-5
F-21A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,136,TEK-028-CHAROUHIS
W-27,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
W-30,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,72,TEK-019-ASPENGLENSD-6
W-2.12,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,20,TEK-028-CHAROUHIS
W-33e,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,18,TEK-018-ASPENGLENSD-5
W-18,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
F-9,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,363,TEK-018-ASPENGLENSD-5
F-5,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,260,TEK-015-ASPENGLENSD-2
W-1.111,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,93,TEK-028-CHAROUHIS
W-59,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,138,TEK-004-BURGHER325HLND
F-15,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,141,TEK-018-ASPENGLENSD-5
W-21,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,105,TEK-019-ASPENGLENSD-6
F-22,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,102,TEK-028-CHAROUHIS
W-33n,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,40,TEK-018-ASPENGLENSD-5
W.1.17,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,123,TEK-028-CHAROUHIS
W-1.67,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,208,TEK-028-CHAROUHIS
W-1.41,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,46,TEK-028-CHAROUHIS
F-20,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,192,TEK-028-CHAROUHIS
W-65,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,120,TEK-015-ASPENGLENSD-2
W-56,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,170,TEK-018-ASPENGLENSD-5
W-31,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,25,TEK-018-ASPENGLENSD-5
W-33h,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,105,TEK-018-ASPENGLENSD-5
F-6A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,158,TEK-004-BURGHER325HLND
W-38,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,48,TEK-019-ASPENGLENSD-6
W-59,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,202,TEK-015-ASPENGLENSD-2
W-75,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,50,TEK-015-ASPENGLENSD-2
W-1.59,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,17,TEK-028-CHAROUHIS
W-87,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,64,TEK-004-BURGHER325HLND
W-74,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,54,TEK-015-ASPENGLENSD-2
W-3,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,225,TEK-004-BURGHER325HLND
W-67,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,312,TEK-004-BURGHER325HLND
W-45,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,63,TEK-019-ASPENGLENSD-6
W-34,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,135,TEK-015-ASPENGLENSD-2
W-83,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,32,TEK-004-BURGHER325HLND
F-2,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,123,TEK-028-CHAROUHIS
W-2.15,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,21,TEK-028-CHAROUHIS
W-19,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,65,TEK-019-ASPENGLENSD-6
W-37,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,9,TEK-015-ASPENGLENSD-2
F-5A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/31/24 00:00,10/31/24 00:00,35,TEK-019-ASPENGLENSD-6
W-1.87,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,236,TEK-028-CHAROUHIS
F-14,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,108,TEK-004-BURGHER325HLND
W-19,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,180,TEK-004-BURGHER325HLND
W-1.104,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,22,TEK-028-CHAROUHIS
W-1.35,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,292,TEK-028-CHAROUHIS
F- 6B,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,91,TEK-004-BURGHER325HLND
W-1.102,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,155,TEK-028-CHAROUHIS
W-0.38,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,20,TEK-028-CHAROUHIS
W-43,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,200,TEK-018-ASPENGLENSD-5
SB / LB,Beam,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,0,TEK-015-ASPENGLENSD-2
W-1.54,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,212,TEK-028-CHAROUHIS
 W-0:39,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,44,TEK-028-CHAROUHIS
W-16,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,326,TEK-004-BURGHER325HLND
W-11,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,143,TEK-004-BURGHER325HLND
W-74,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,150,TEK-018-ASPENGLENSD-5
W-36,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,48,TEK-019-ASPENGLENSD-6
W-33d,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,10,TEK-018-ASPENGLENSD-5
W-0.42,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,16,TEK-028-CHAROUHIS
W-10,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,85,TEK-019-ASPENGLENSD-6
W-40,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,130,TEK-004-BURGHER325HLND
W-22,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,75,TEK-019-ASPENGLENSD-6
W-.30-.30a-.30b,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,182,TEK-028-CHAROUHIS
F-10,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,216,TEK-015-ASPENGLENSD-2
W-46,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,20,TEK-018-ASPENGLENSD-5
W-13,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,280,TEK-004-BURGHER325HLND
W-82,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,47,TEK-004-BURGHER325HLND
W-0.8,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,9,TEK-028-CHAROUHIS
W-2,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,81,TEK-015-ASPENGLENSD-2
W-2.3,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,48,TEK-028-CHAROUHIS
W-26,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,15,TEK-018-ASPENGLENSD-5
F-7,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,374,TEK-018-ASPENGLENSD-5
W-1.2,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,80,TEK-028-CHAROUHIS
W-1.67A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,46,TEK-028-CHAROUHIS
W-0.15,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,23,TEK-028-CHAROUHIS
W-2,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,90,TEK-019-ASPENGLENSD-6
W-1.57,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,30,TEK-028-CHAROUHIS
W-25,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,45,TEK-019-ASPENGLENSD-6
W-1.70,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,120,TEK-028-CHAROUHIS
W-26A,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,15,TEK-019-ASPENGLENSD-6
F-12,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,2/5/25 00:00,2/5/25 00:00,157,TEK-018-ASPENGLENSD-5
W-2.20,Interior Wall ,PENDING,,Cut,Pending,0,,,,,,,,166,TEK-028-CHAROUHIS
W-86,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,60,TEK-019-ASPENGLENSD-6
F-20,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,35,TEK-004-BURGHER325HLND
W-15,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,14,TEK-019-ASPENGLENSD-6
F-11,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,223,TEK-019-ASPENGLENSD-6
W-36,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,55,TEK-004-BURGHER325HLND
W-23,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,18,TEK-015-ASPENGLENSD-2
W-12,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,20,TEK-015-ASPENGLENSD-2
W-77,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,45,TEK-019-ASPENGLENSD-6
W-61,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,19,TEK-015-ASPENGLENSD-2
W-0.54,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,45,TEK-028-CHAROUHIS
F-14,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,288,TEK-028-CHAROUHIS
W-1.5,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,4/25/25 00:00,4/25/25 00:00,85,TEK-028-CHAROUHIS
F-30,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/29/25 00:00,5/29/25 00:00,85,TEK-028-CHAROUHIS
W-81,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,200,TEK-019-ASPENGLENSD-6
W-1.39,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,43,TEK-028-CHAROUHIS
W-1.99,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,30,TEK-028-CHAROUHIS
W-1.91,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,49,TEK-028-CHAROUHIS
W-68,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,110,TEK-018-ASPENGLENSD-5
W-1.74,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,105,TEK-028-CHAROUHIS
W-1C,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,98,TEK-004-BURGHER325HLND
W-1.119,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/14/25 00:00,5/14/25 00:00,54,TEK-028-CHAROUHIS
W-1.30,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,36,TEK-028-CHAROUHIS
W-88,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,150,TEK-019-ASPENGLENSD-6
W-2.9,Exterior Wall,PENDING,,Cut,Pending,0,,,,,,,,206,TEK-028-CHAROUHIS
F-6,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,3/28/25 00:00,3/28/25 00:00,117,TEK-028-CHAROUHIS
W-13,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,35,TEK-018-ASPENGLENSD-5
W-17,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,200,TEK-004-BURGHER325HLND
F-4,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,324,TEK-015-ASPENGLENSD-2
W-22,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/12/24 00:00,9/12/24 00:00,63,TEK-004-BURGHER325HLND
W-1A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,228,TEK-004-BURGHER325HLND
W-33,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/6/25 00:00,5/6/25 00:00,27,TEK-015-ASPENGLENSD-2
W-77,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,8,TEK-004-BURGHER325HLND
W-50B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/7/25 00:00,5/7/25 00:00,75,TEK-015-ASPENGLENSD-2
W-32,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,38,TEK-019-ASPENGLENSD-6
W-64,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,180,TEK-018-ASPENGLENSD-5
W-88,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,32,TEK-004-BURGHER325HLND
W-0.22-0.22a,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,107,TEK-028-CHAROUHIS
F-8,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,228,TEK-019-ASPENGLENSD-6
W-48,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,234,TEK-004-BURGHER325HLND
W-1.48,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,22,TEK-028-CHAROUHIS
W-62,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,124,TEK-004-BURGHER325HLND
F-2A,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,168,TEK-015-ASPENGLENSD-2
F-3,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,5/5/25 00:00,5/5/25 00:00,144,TEK-015-ASPENGLENSD-2
F-8,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,488,TEK-004-BURGHER325HLND
W-69A,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,9/4/24 00:00,9/4/24 00:00,40,TEK-004-BURGHER325HLND
W-0.10,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,3/19/25 00:00,3/19/25 00:00,242,TEK-028-CHAROUHIS
W-1.53,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,33,TEK-028-CHAROUHIS
W-1.44B,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,5/1/25 00:00,5/1/25 00:00,66,TEK-028-CHAROUHIS
F-10,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,8/8/24 00:00,8/8/24 00:00,360,TEK-004-BURGHER325HLND
W-62,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/4/24 00:00,11/4/24 00:00,234,TEK-019-ASPENGLENSD-6
W-61,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,90,TEK-004-BURGHER325HLND
W-12,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,11/5/24 00:00,11/5/24 00:00,179,TEK-019-ASPENGLENSD-6
W-65a,Interior Wall ,DELIVERED,,Ship,Complete,100,,,,,,2/12/25 00:00,2/12/25 00:00,45,TEK-018-ASPENGLENSD-5
F-5,Floor Panel,DELIVERED,,Ship,Complete,100,,,,,,10/28/24 00:00,10/28/24 00:00,152,TEK-019-ASPENGLENSD-6
W-47,Exterior Wall,DELIVERED,,Ship,Complete,100,,,,,,8/28/24 00:00,8/28/24 00:00,117,TEK-004-BURGHER325HLND